text,user,location,Subject,state
 Pollak: 11 Shining Successes of President Donald Trump‚??s First Term  via ,Markuswelbemd,"The Woodlands, TX",Donald Trump,Texas
" Senator Collins was asked *three times* last night if she supports Donald Trump's reelection, and she refused to answer eac‚?¶",oldsmartian,"Clearwater, FL",Donald Trump,Florida
" We are going up on radio in small, African American communities in Florida ‚?? places that neither party pays much attention‚?¶",Michell83323949,"Whitewater, WI",Donald Trump,Wisconsin
ICHEOKU says Islamist terrorists ran buck wild during the Barack Obama-Joe Biden administration. President Donald J‚?¶ ,menirujones,"California, USA",Donald Trump,California
 We have to act. America is at a fork on the road and the path that Donald Trump has been taking us on is deadly. We have‚?¶,Ariz0nian,"Arizona, USA",Donald Trump,Arizona
 Donald Trump is on track to become the worst jobs president in modern American history. ,Anclaire22,"Maui,HI",Donald Trump,Hawaii
 Pollak: 11 Shining Successes of President Donald Trump‚??s First Term  via ,LittleJohnnyUSA,"Colorado, USA",Donald Trump,Colorado
" Biden couldn‚??t fill a high school gym, but Donald Trump (????èº) is behind in the polls? ",chavezpiloto,"Princeton, FL",Donald Trump,Florida
" Wanted: smart, non-polemical assessment of emergence of Tucker Carlson, Joe Rogan, Glenn Greenwald, Donald Trump Jr., Matt T‚?¶",geosbrew,"Florida, USA",Donald Trump,Florida
" Philadelphians from a diversity of political opinions believe strongly in the rule of law, in fair and free elections,‚?¶",dee3598,"Michigan, USA",Donald Trump,Michigan
 There is no greater supporter of Donald Trump in the world than Mark Zuckerberg / .No one has done more to elect‚?¶,PamSiimon,"Alamo, TN",Donald Trump,Tennessee
 To win #election2020 Biden needs the 232 electoral college votes of Clinton's '16 base plus 38.According to our ‚?¶,Dems_Pro_Libs,Florida,Donald Trump,Florida
" Joe Biden gets aging Bon Jovi and CHER, President Donald Trump gets Lil Wayne.",Roxy_is_swag,"Marlborough, MA",Donald Trump,Massachusetts
" ""This is an election between Donald Trump and Democracy."" (Senator Bernie Sanders)It really could not be more simple.‚?¶",rob0349,"New York, USA",Donald Trump,New York
 There is no greater supporter of Donald Trump in the world than Mark Zuckerberg / .No one has done more to elect‚?¶,LeggettOpal,"Memphis, TN",Donald Trump,Tennessee
How Donald Trump gets away with it: The president v. America‚??s tax police - ,ReidMadelynn,"Upper Arlington, Ohio",Donald Trump,Ohio
 Donald Trump is talking about China again.A reminder.#TrumpMadeInChina ,caliga3456,"Boston, MA",Donald Trump,Massachusetts
" Biden couldn‚??t fill a high school gym, but Donald Trump (????èº) is behind in the polls? ",mmtrendy,"Texas, USA",Donald Trump,Texas
 President Donald Trump and Sen. David Purdue have both publicly taunted her over her first name. ,OconnorPeggy,"Virginia, USA",Donald Trump,Virginia
"  If Donald Trump loves his supporters as he claims why did he leave them stranded in the cold, several ha‚?¶",snarky_op,"North Logan, UT",Donald Trump,Utah
" Donald Trump Jr.: ""Why aren't they talking about deaths? Oh, oh, because the number is almost nothing because we've gott‚?¶",karenzazz,"Denver, CO",Donald Trump,Colorado
 The 2020 US election is a week away. Will Donald Trump defeat Joe Biden to win a second term in the White House? Or will Joe B‚?¶,adorbdeplorb,"Phoenix, AZ",Donald Trump,Arizona
" I support Donald Trump, do you?",Crophugger,Pennsylvania,Donald Trump,Pennsylvania
 Pollak: 11 Shining Successes of President Donald Trump‚??s First Term  via ,SirThosGresham,"Atlanta, GA",Donald Trump,Georgia
" Donald Trump Jr.: ""Why aren't they talking about deaths? Oh, oh, because the number is almost nothing because we've gott‚?¶",mac_gardiner12,"Maine, USA",Donald Trump,Maine
" Biden couldn‚??t fill a high school gym, but Donald Trump (????èº) is behind in the polls? ",AWilliams746,"Texas, USA",Donald Trump,Texas
In 1983 it was told the hand of God was on a man who would lead the nation back to God. His name is Donald Trump!,janjanzacap,"New York, USA",Donald Trump,New York
 Donald Trump is on track to become the worst jobs president in modern American history. ,ziyaziba,"San Jose, CA",Donald Trump,California
 There is no greater supporter of Donald Trump in the world than Mark Zuckerberg / .No one has done more to elect‚?¶,sensei328,"Kailua Kona, HI",Donald Trump,Hawaii
Lil Pump and Lil Wayne supporting Donald Trump is basically class solidarity lol,zootsuitpls,"Secret Cove, FL",Donald Trump,Florida
" Biden couldn‚??t fill a high school gym, but Donald Trump (????èº) is behind in the polls? ",pete_mielke,"Hillsdale, MI",Donald Trump,Michigan
 Lil Jon has the BEST response when asked to support Donald Trump's re-election like Lil Wayne and Lil Pump.  ‚?¶,MiseryGoddess,Illinois,Donald Trump,Illinois
" A fake ""intelligence"" document about Hunter Biden that was later disseminated by close associates of President Donald‚?¶",AuntInAZ,"Mesa, AZ",Donald Trump,Arizona
" Donald Trump Jr. thinks that the thousands of Americans who have died from Covid in the last few days are ""almost nothing""‚?¶",bagglo,"Tonto Basin,AZ",Donald Trump,Arizona
 Jared and Ivanka sent one of daddy‚??s lawyers after  over a billboard in Times Square.And ‚?¶,CandiBenson,Texas,Donald Trump,Texas
"From : Jerry Jeff Walker, Donald Trump, and all those desperados waiting for a train ",BostonGlobe,"Boston, MA",Donald Trump,Massachusetts
" I support Donald Trump, do you?",markagoal,"Omaha, NE",Donald Trump,Nebraska
A Brigadier General who retired from the U.S. Army in 2015 after a 34-year career in tactical and strategic militar‚?¶ ,jeffl76,"Maine, United States",Donald Trump,Maine
 Mainstream media and their friends in Silicon Valley have covered up and actively suppressed the Hunter Biden corruption‚?¶,DePernaProperty,"Key Largo, FL",Donald Trump,Florida
 There is no greater supporter of Donald Trump in the world than Mark Zuckerberg / .No one has done more to elect‚?¶,JumpingBud,"Pittsburgh, PA",Donald Trump,Pennsylvania
 President Donald Trump and Sen. David Purdue have both publicly taunted her over her first name. ,breezega,"Atlanta, Georgia ",Donald Trump,Georgia
 There is no greater supporter of Donald Trump in the world than Mark Zuckerberg / .No one has done more to elect‚?¶,FamilyYogaCntr,"The Island of Long, NY",Donald Trump,New York
"He‚??s got serious problems &amp; he knows it.Even given the obstruction, impedence, election fraud attempts &amp; emergency‚?¶ ",slamsterdamn,"Hawaii, USA",Donald Trump,Hawaii
Tweet from Donald J. Trump () Donald J. Trump () Tweeted:Biden will destroy the Un‚?¶ ,breckenthang,"South Carolina, USA",Donald Trump,South Carolina
 Lil Wayne said Black Lives Matter has nothing to do with him because he‚??s rich. Now I understand why he supports Donald Tr‚?¶,ajahnayy,"Dallas, TX",Donald Trump,Texas
 It's nearly 3am and Trump is still melting down on Twitter. He just keeps going and going. He's like the energizer bunny‚?¶,oldsmartian,"Clearwater, FL",Donald Trump,Florida
 Wanted: assessment of why Bush-era war criminals are suddenly the darlings of the Rachel Maddow #Resistance-and-smart glasses‚?¶,DeszellM,"Michigan, USA",Donald Trump,Michigan
" ""COVID-19 is still raging. Trump is still lying."" ",Mohamme03832262,"Hamburg, NY",Donald Trump,New York
 Trump threatened to withhold aid from Pa. as the coronavirus surges. Here‚??s what you need to know. ‚?¶,AnthonyJMaida,PA,Donald Trump,Pennsylvania
" Donald Trump Jr.: ""Why aren't they talking about deaths? Oh, oh, because the number is almost nothing because we've gott‚?¶",Thereseinpdx,"Portland, OR",Donald Trump,Oregon
 An American President attacking American democracy in advance of an election has simply never been seen before. But Donald T‚?¶,lizditz,"San Mateo County, California",Donald Trump,California
" A small, clear, easily grasped parable of shameless, committed corruption. ",SFinEville,"Oakland, CA",Donald Trump,California
 The only hoax is Donald Trump.,Ssgldadto4,"Downey, CA",Donald Trump,California
 Remember... it‚??s not just Donald Trump being voted out.... it‚??s his entire family and garbage administration that‚??ll be ki‚?¶,Needle_of_Arya,"Colorado, USA",Donald Trump,Colorado
" I did NOT fight cancer twice and win, battle Lupus every day to live through 4 more years of Donald Trump.He will DEST‚?¶",carpdd2,"Philadelphia, PA",Donald Trump,Pennsylvania
 ‚??They lied to you about Donald Trump. They lied about Brett Kavanaugh. They lied about children in cages. Hell- they eve‚?¶,rpaul_adventure,"Brooklyn, NY",Donald Trump,New York
"The Nov. 3 election is days away, and Delaware voters will have plenty to choose from beyond President Donald Trump‚?¶ ",delawareonline,"Wilmington, Delaware",Donald Trump,Delaware
" If  is elected, I'm going to continue to work on improving SSI If Donald Trump is re-elected, I'm probably going to‚?¶",shannabananax_,"Michigan, USA",Donald Trump,Michigan
"  I don‚??t want Hunter Biden‚??s laptop. I want Donald Trump‚??s taxes, his medical records, Ivanka‚??s and Jared‚?¶",lizditz,"San Mateo County, California",Donald Trump,California
"Pictures and footage posted to social media showed sisters Haven and Koti Garza, who live in Edmond, Oklahoma, dres‚?¶ ",fox32news,"Chicago, IL",Donald Trump,Illinois
 President Trump is relying on government officials in the final stretch of his campaign  ‚?¶,phillip92321,"Chicago, IL",Donald Trump,Illinois
" Biden couldn‚??t fill a high school gym, but Donald Trump (????èº) is behind in the polls? ",DougRamage704,"Concord, North Carolina",Donald Trump,North Carolina
Trump threatened to withhold aid from Pa. as the coronavirus surges. Here‚??s what you need to know. ,PhillyInquirer,"Philadelphia, PA",Donald Trump,Pennsylvania
"Bloomberg is spending millions to help Democratic nominee Joe Biden in Texas and Ohio, two key battlegrounds won by‚?¶ ",IBTimes,"New York, NY",Donald Trump,New York
" Donald Trump Jr.: ""Why aren't they talking about deaths? Oh, oh, because the number is almost nothing because we've gott‚?¶",AnsonGilbert,"New York, NY",Donald Trump,New York
" ""I have found that so many of these people who are voting for Donald Trump they're not beholden to a party"" -Congressional Can‚?¶",newschannelnine,"Chattanooga, TN",Donald Trump,Tennessee
 Pollak: 11 Shining Successes of President Donald Trump‚??s First Term  via ,hrhjmm,"Boston, MA",Donald Trump,Massachusetts
 Donald Trump is on track to become the worst jobs president in modern American history. ,FDeMoro234,"Grain Valley, MO",Donald Trump,Missouri
" Donald Trump, who has financial interests in Turkey, won‚??t stand up to Erdogan. Ever.He even interfered in a DOJ inves‚?¶",PMIA7,"Oak Brook, IL",Donald Trump,Illinois
" ELECTED TERRORIST* 233,137 Deaths * 9,121,800 Infected * Surgically sterilizing migrants* Helping Putin target and‚?¶",mac_gardiner12,"Maine, USA",Donald Trump,Maine
" Donald Trump, who has financial interests in Turkey, won‚??t stand up to Erdogan. Ever.He even interfered in a DOJ inves‚?¶",eliseambrose,"Washington, DC",Donald Trump,Washington
 Civil rights leader and Christian activist Rev. William Owens endorsed Donald Trump for president. ‚?¶,ConsrvatvGirl,"California, USA",Donald Trump,California
 There is no greater supporter of Donald Trump in the world than Mark Zuckerberg / .No one has done more to elect‚?¶,Ssgldadto4,"Downey, CA",Donald Trump,California
"  I want my future son to grow up to be like Donald or Eric Trump, not Hunter Biden.",MAGAmang,"Manchester, NH",Donald Trump,New Hampshire
" Biden couldn‚??t fill a high school gym, but Donald Trump (????èº) is behind in the polls? ",StevenHeinrich_,"New York, USA",Donald Trump,New York
 Greatly defund NPR. It's nothing but a leftist arm of the American Pravda MSM. RE-ELECT DONALD J. T‚?¶ ,Ostateman,"Vail, Colorado",Donald Trump,Colorado
 Fact check here: ,Jamesdacc,"Lake Balboa, CA",Donald Trump,California
 NEW VIDEO: The U.S. is the oldest continuous democracy in the world. Trump is the first president in history to refuse‚?¶,pkehl54,"Ohio, USA",Donald Trump,Ohio
 Pollak: 11 Shining Successes of President Donald Trump‚??s First Term  via ,ronda_heppner,"Michigan, USA",Donald Trump,Michigan
Donald Trump and Joe Biden go head to head in the ‚??Trump Jeopardy Game‚?ù ‚?? Dennis R. Hill ,koan4u,"Seattle, WA",Donald Trump,Washington
 President Donald Trump‚??s deputies have launched a fundamental reform of the H1B visa system to protect American graduates fr‚?¶,wks3099,"Texas, USA",Donald Trump,Texas
Pollak: 11 Shining Successes of President Donald Trump‚??s First Term ,mdr651,"Louisiana, USA",Donald Trump,Louisiana
" Anyone noticed even with all the advisors and handlers &amp; spin-doctors available to any single human on the planet, Donald J‚?¶",purplesofa,"Arkansas, USA",Donald Trump,Arkansas
 The only hoax is Donald Trump.,BFF808,"Macomb, MI",Donald Trump,Michigan
" .‚Å¶‚Å©, a highly respected retired brigadier general who spent his career in the intelligence field, asks a hitherto u‚?¶",BigIdeaGroup1,"South Carolina, USA",Donald Trump,South Carolina
 Donald Trump is on track to become the worst jobs president in modern American history. ,lonelywalrus1,"Pasadena, CA",Donald Trump,California
 Dear  You have 1 million followers.You should retweet the photos of Donald Trump's sons killing innocent animals o‚?¶,Janetbe20511328,"Fort Myers Beach, FL",Donald Trump,Florida
 Dear  You have 1 million followers.You should retweet the photos of Donald Trump's sons killing innocent animals o‚?¶,AlliecatLady1,"Seymour, IN",Donald Trump,Indiana
" Can you imagine how much better our lives will be once we no longer have to hear, on a daily basis, the excruciating sound of‚?¶",afireinmyveins,Texas ,Donald Trump,Texas
